sigla_uf,cnae_2_subclasse,tipo_vinculo,valor_remuneracao_media,sexo,raca_cor,grau_instrucao_apos_2005,cbo_2002,id_municipio
SC,5231102,10,4912.21,1,2,7,414215,4211306
SC,5231102,10,7427.89,1,2,7,782220,4211306
SC,5231102,55,589,2,4,6,411005,4211306
SC,5231102,10,2571.29,1,2,7,715615,4211306
SC,5231102,10,2577.63,1,2,7,715615,4211306
SC,5231102,10,1933.78,1,4,7,717020,4211306
SC,5231102,10,8543.17,1,2,9,241010,4211306
SC,5231102,10,3030.11,1,8,7,723330,4211306
SC,5231102,10,7172.95,1,2,9,510310,4211306
SC,5231102,10,4226.1,1,2,7,782210,4211306
SC,5231102,10,3723.92,1,2,9,721215,4211306
SC,5231102,10,4292.55,1,8,9,914405,4211306
SC,5231102,10,3079.64,2,2,8,411010,4211306
SC,5231102,10,1710.14,2,2,7,517330,4211306
SC,5231102,10,1122.83,2,2,7,517330,4211306
SC,5231102,10,2653.15,1,2,8,715615,4211306
SC,5231102,10,13873.64,1,2,9,342610,4211306
SC,5231102,10,7565.38,1,2,9,782220,4211306
SC,5231102,10,3085.54,1,2,7,723330,4211306
SC,5231102,10,7876.25,1,2,8,782220,4211306
SC,5231102,10,2547.34,1,2,7,782220,4211306
SC,5231102,10,6427.72,1,2,9,142335,4211306
SC,5231102,10,1835.77,1,2,7,414215,4211306
SC,5231102,10,4538.62,2,2,8,342110,4211306
SC,5231102,10,13234.6,1,2,9,410105,4211306
SC,5231102,10,4420.14,1,2,7,414215,4211306
SC,5231102,10,4041.03,1,2,8,783220,4211306
SC,5231102,10,4129.47,1,2,8,783220,4211306
SC,5231102,10,4536.8,1,2,7,782220,4211306
SC,5231102,10,4855.62,1,2,9,782210,4211306
SC,5231102,10,4025.97,1,2,7,783220,4211306
SC,5231102,10,4906.85,2,2,9,142330,4211306
SC,5231102,10,1553.05,2,2,8,412205,4211306
SC,5231102,10,3523.29,1,8,8,715615,4211306
SC,5231102,10,2290.02,2,2,8,411045,4211306
SC,5231102,10,1667.32,2,2,8,411005,4211306
SC,5231102,10,10703.44,1,2,9,342110,4211306
SC,5231102,10,4246.09,1,2,7,782210,4211306
SC,5231102,10,3959.79,1,2,7,783220,4211306
SC,5231102,10,2338.44,1,2,7,782220,4211306
SC,5231102,10,2744.97,1,2,7,514325,4211306
SC,5231102,10,4254.29,1,2,9,782210,4211306
SC,5231102,10,4124.8,1,2,7,783220,4211306
SC,5231102,55,589,2,8,6,411005,4211306
SC,5231102,10,4503,1,2,7,782220,4211306
SC,5231102,10,2455.12,1,2,7,715615,4211306
SC,5231102,10,7189.52,1,2,9,342110,4211306
SC,5231102,10,3887.97,1,2,7,783220,4211306
SC,5231102,10,23832,1,2,9,142705,4211306
SC,5231102,10,3513.92,1,2,7,724315,4211306
SC,5231102,10,7216.1,1,2,9,342110,4211306
SC,5231102,10,4012.25,1,2,7,783220,4211306
SC,5231102,10,3081.06,1,8,8,783220,4211306
SC,5231102,10,5380.68,1,2,7,782220,4211306
SC,5231102,10,4073.11,2,2,7,342610,4211306
SC,5231102,10,1736.48,2,2,8,414215,4211306
SC,5231102,10,5369.68,1,8,9,782220,4211306
SC,5231102,10,2337.93,2,2,8,422105,4211306
SC,5231102,10,5444.93,1,2,7,782220,4211306
SC,5231102,10,3850.78,1,2,7,783220,4211306
SC,5231102,10,4246.81,1,8,7,782210,4211306
SC,5231102,10,7402.46,1,2,9,782220,4211306
SC,5231102,10,3953.39,1,8,7,783220,4211306
SC,5231102,10,4031.82,1,8,7,783220,4211306
SC,5231102,10,7606.24,1,8,7,782220,4211306
SC,5231102,10,4959.82,1,2,8,317205,4211306
SC,5231102,10,3466.36,2,2,8,414215,4211306
SC,5231102,10,14084.17,1,2,9,910105,4211306
SC,5231102,10,7540.51,1,2,9,914405,4211306
SC,5231102,10,3970.15,1,4,8,783220,4211306
SC,5231102,10,4458.93,1,2,8,782210,4211306
SC,5231102,10,1652.34,1,2,6,411005,4211306
SC,5231102,10,4259.24,1,2,8,414215,4211306
SC,5231102,10,4057.5,1,8,7,783220,4211306
SC,5231102,10,3122.03,1,2,7,783220,4211306
SC,5231102,10,3893.72,2,2,9,252210,4211306
SC,5231102,10,3032.35,1,2,7,783220,4211306
SC,5231102,10,4126.11,1,2,7,782210,4211306
SC,5231102,10,2917.79,1,8,8,715615,4211306
SC,5231102,55,589,2,2,6,411005,4211306
SC,5231102,10,9246.07,1,2,9,342610,4211306
SC,5231102,10,7388.7,1,2,7,782220,4211306
SC,5231102,10,6558,1,2,9,514325,4211306
SC,5231102,10,5245.3,1,2,7,782220,4211306
SC,5231102,10,4141.46,2,8,7,783220,4211306
SC,5231102,10,5559.89,1,2,9,252210,4211306
SC,5231102,10,4022.49,1,2,9,914405,4211306
SC,5231102,10,6282.25,2,8,9,252305,4211306
SC,5231102,10,4419.11,1,2,9,782210,4211306
SC,5231102,10,5328.64,1,2,7,782220,4211306
SC,5231102,10,7148,1,2,9,342110,4211306
SC,5231102,10,1317.68,1,4,6,783210,4211306
SC,5231102,10,4609.16,1,4,7,710205,4211306
SC,5231102,10,5301.58,1,2,8,782220,4211306
SC,5231102,10,2298.4,1,4,7,724315,4211306
SC,5231102,10,8222.22,1,2,9,354135,4211306
SC,5231102,10,5380.03,1,2,7,782220,4211306
SC,5231102,10,4581.72,1,4,8,782210,4211306
SC,5231102,10,1950.32,1,2,7,414215,4211306
SC,5231102,10,6040.18,1,2,9,782220,4211306
SC,5231102,10,2359.64,2,8,8,414215,4211306
SC,5231102,10,5308.22,1,2,9,354205,4211306
SC,5231102,10,3966.81,1,2,8,783220,4211306
SC,5231102,10,1701.72,1,2,8,783210,4211306
SC,5231102,55,589,2,8,6,411005,4211306
SC,5231102,10,3429.56,1,2,8,715615,4211306
SC,5231102,10,8129.95,1,2,7,715615,4211306
SC,5231102,10,4805.66,1,2,7,914405,4211306
SC,5231102,10,5666.59,1,8,7,914405,4211306
SC,5231102,10,2657.37,1,2,9,411010,4211306
SC,5231102,10,3404.28,1,8,7,715615,4211306
SC,5231102,10,4173.29,1,2,7,782210,4211306
SC,5231102,10,5415.25,1,2,7,782220,4211306
SC,5231102,10,3995.55,1,2,7,783220,4211306
SC,5231102,10,8117.68,1,2,9,715615,4211306
SC,5231102,10,9034.25,1,2,9,410225,4211306
SC,5231102,10,5209.8,2,2,9,241010,4211306
SC,5231102,10,4583.71,1,2,8,414215,4211306
SC,5231102,10,5397.02,1,2,7,782220,4211306
SC,5231102,10,3705.8,1,2,9,783220,4211306
SC,5231102,10,9812.68,1,2,9,782220,4211306
SC,5231102,10,4076.72,2,2,8,782210,4211306
SC,5231102,10,3890.21,1,8,8,783220,4211306
SC,5231102,10,11411.5,1,2,9,342110,4211306
SC,5231102,10,1655.33,2,8,8,411005,4211306
SC,5231102,10,4043.66,1,2,8,783220,4211306
SC,5231102,10,7137.87,1,8,9,342110,4211306
SC,5231102,10,2162.83,2,2,8,414215,4211306
SC,5231102,10,4015.81,1,2,8,783220,4211306
SC,5231102,10,3345.04,1,2,9,311505,4211306
SC,5231102,10,4003.4,1,2,7,783220,4211306
SC,5231102,10,4121.45,1,2,7,782210,4211306
SC,5231102,10,2415.51,1,2,7,992225,4211306
SC,5231102,10,4306.91,1,2,9,354205,4211306
SC,5231102,10,4043.55,1,2,9,411045,4211306
SC,5231102,10,4718.28,1,2,7,782210,4211306
SC,5231102,10,1407.16,1,2,7,514325,4211306
SC,5231102,10,5147.52,1,2,9,715615,4211306
SC,5231102,10,4021.14,1,2,8,783220,4211306
SC,5231102,10,7327.01,1,2,9,782220,4211306
SC,5231102,10,10923.61,1,2,9,520110,4211306
SC,5231102,10,5351.56,1,2,7,782220,4211306
SC,5231102,10,4018.78,1,2,7,783220,4211306
SC,5231102,10,6862.46,1,2,9,342110,4211306
SC,5231102,10,5347.58,1,8,7,782220,4211306
SC,5231102,10,2295.15,1,9,7,519935,4211306
SC,5231102,10,7579.42,1,2,7,782220,4211306
SC,5231102,10,1108,1,9,7,724315,4211306
SC,5231102,10,4549.9,1,2,8,414215,4211306
SC,5231102,10,1719.38,2,8,7,517330,4211306
SC,5231102,10,1565.42,1,2,7,992225,4211306
SC,5231102,10,8300.41,1,2,9,252545,4211306
SC,5231102,10,4755.21,1,2,7,782220,4211306
SC,5231102,10,3931.93,1,2,7,782210,4211306
SC,5231102,10,5205.86,1,2,7,782220,4211306
SC,5231102,10,4243.63,1,2,7,782210,4211306
SC,5231102,10,4428.46,1,2,7,782210,4211306
SC,5231102,10,5507.95,1,8,9,782220,4211306
SC,5231102,10,3894.38,2,8,8,354205,4211306
SC,5231102,10,5298.01,1,2,7,782220,4211306
SC,5231102,55,587.21,2,2,6,411005,4211306
SC,5231102,10,5189.67,1,2,8,914405,4211306
SC,5231102,10,2904.98,1,2,7,724315,4211306
SC,5231102,10,4009.21,1,2,7,783220,4211306
SC,5231102,10,5243.63,1,2,7,782220,4211306
SC,5231102,10,5350.47,1,2,7,782220,4211306
SC,5231102,10,4348.9,1,8,7,782210,4211306
SC,5231102,10,5357.1,2,2,7,782220,4211306
SC,5231102,10,2375.15,1,2,7,783210,4211306
SC,5231102,10,1682.43,1,2,8,783210,4211306
SC,5231102,10,5357.44,1,2,8,782220,4211306
SC,5231102,10,3499.97,1,8,7,715615,4211306
SC,5231102,10,3564.92,1,2,7,414215,4211306
SC,5231102,10,4825.13,1,2,7,715615,4211306
SC,5231102,10,5228.28,1,2,8,782220,4211306
SC,5231102,10,3419.88,1,2,8,411010,4211306
SC,5231102,10,2413.28,1,2,7,715615,4211306
SC,5231102,10,3952.15,1,2,7,783220,4211306
SC,5231102,10,4250.34,1,8,7,782210,4211306
SC,5231102,10,4259.73,1,2,7,782210,4211306
SC,5231102,10,4388.9,1,2,7,782210,4211306
SC,5231102,10,4758.85,1,2,8,782220,4211306
SC,5231102,10,4694.08,1,2,9,414215,4211306
SC,5231102,10,3934,1,2,9,354205,4211306
SC,5231102,10,1999.12,2,2,7,517330,4211306
SC,5231102,10,1761.27,2,9,7,411005,4211306
SC,5231102,10,4117.99,1,2,7,782210,4211306
SC,5231102,10,3020.49,1,4,8,783220,4211306
SC,5231102,10,4505.44,1,2,8,414215,4211306
SC,5231102,10,4229.34,1,8,8,414215,4211306
SC,5231102,10,5344.47,1,8,9,782220,4211306
SC,5231102,10,6037.29,2,2,9,261205,4211306
SC,5231102,10,3968.2,1,2,7,783220,4211306
SC,5231102,10,3814.65,1,2,7,782210,4211306
SC,5231102,10,5462.27,1,2,7,782220,4211306
SC,5231102,10,5241.74,1,2,7,782220,4211306
SC,5231102,10,4045.38,1,2,7,783220,4211306
SC,5231102,10,4087.52,1,2,7,782210,4211306
SC,5231102,10,3156.43,1,9,7,724315,4211306
SC,5231102,10,24273.33,1,2,9,142520,4211306
SC,5231102,10,4578.6,1,8,7,782210,4211306
SC,5231102,10,2535.94,1,2,9,414215,4211306
SC,5231102,10,2945.92,1,2,8,715615,4211306
SC,5231102,10,4059.24,1,2,9,414215,4211306
SC,5231102,10,7565.96,1,2,9,782220,4211306
SC,5231102,10,7193.55,1,6,9,342110,4211306
SC,5231102,10,1993.41,1,9,6,414215,4211306
SC,5231102,10,4525.28,1,2,7,782220,4211306
SC,5231102,10,2362.27,1,8,7,992225,4211306
SC,5231102,10,4912.97,1,4,7,782220,4211306
SC,5231102,10,2633.32,1,2,7,414215,4211306
SC,5231102,10,1027.75,2,2,7,514320,4211306
SC,5231102,10,3158.93,1,2,7,914405,4211306
SC,5231102,10,4131.68,1,2,7,782210,4211306
SC,5231102,10,1814.35,1,8,7,514325,4211306
SC,5231102,10,2457.69,1,8,8,715615,4211306
SC,5231102,10,3995.92,1,2,7,783220,4211306
SC,5231102,10,4460.64,1,2,8,414215,4211306
SC,5231102,10,4112.69,1,2,9,783220,4211306
SC,5231102,10,2151.17,2,2,7,414215,4211306
SC,5231102,10,1869.14,1,8,8,414215,4211306
SC,5231102,55,589,2,2,6,411005,4211306
SC,5231102,10,1680.71,1,2,9,519935,4211306
SC,5231102,10,2841.62,1,2,8,715615,4211306
SC,5231102,10,7856.11,1,2,7,782220,4211306
SC,5231102,10,4491.7,1,2,7,782210,4211306
SC,5231102,10,4924.08,1,2,8,414215,4211306
SC,5231102,10,5268.13,1,8,7,782220,4211306
SC,5231102,10,6878.04,1,2,9,342110,4211306
SC,5231102,10,4546.42,1,2,7,782220,4211306
SC,5231102,10,4148.59,1,2,9,783220,4211306
SC,5231102,10,4467.37,1,8,7,782210,4211306
SC,5231102,10,4602.08,1,8,7,782210,4211306
SC,5231102,10,3778.04,2,2,8,411045,4211306
SC,5231102,10,4543.22,1,2,7,414215,4211306
SC,5231102,10,5146.57,1,2,7,782220,4211306
SC,5231102,10,4869.23,1,2,9,342110,4211306
SC,5231102,10,4155.28,1,2,7,783220,4211306
SC,5231102,10,5302.31,1,2,9,782220,4211306
SC,5231102,10,4278.59,1,2,7,911305,4211306
SC,5231102,10,4437.11,1,4,8,414215,4211306
SC,5231102,10,3989.5,1,2,7,783220,4211306
SC,5231102,10,2135.68,1,2,7,517330,4211306
SC,5231102,10,4262.97,1,8,7,782210,4211306
SC,5231102,10,1317.68,1,2,7,783210,4211306
SC,5231102,10,5319.5,1,2,9,351605,4211306
SC,5231102,10,5222.5,1,2,9,782220,4211306
SC,5231102,10,2344.08,2,2,7,414215,4211306
SC,5231102,10,4047.22,1,2,7,783220,4211306
SC,5231102,10,5538.65,1,2,7,782220,4211306
SC,5231102,10,2731.63,1,2,8,914405,4211306
SC,5231102,10,3572.59,2,2,7,414215,4211306
SC,5231102,10,13001.38,1,2,9,214205,4211306
SC,5231102,10,2353.49,2,2,8,414215,4211306
SC,5231102,10,3537.5,1,2,8,317205,4211306
SC,5231102,10,5117.19,1,8,7,782220,4211306
SC,5231102,10,7390.74,1,2,9,391130,4211306
SC,5231102,10,4219.92,1,2,7,414215,4211306
SC,5231102,10,10923.61,1,2,9,411045,4211306
SC,5231102,10,0,1,2,9,414215,4211306
SC,5231102,10,8222.22,1,2,9,354135,4211306
SC,5231102,10,4040.85,1,2,6,783220,4211306
SC,5231102,10,1830.56,2,8,8,517330,4211306
SC,5231102,10,0,2,2,7,422105,4211306
SC,5231102,10,3845.71,1,2,8,715615,4211306
SC,5231102,10,5289.88,1,2,7,782220,4211306
SC,5231102,10,2697.81,1,2,7,715210,4211306
SC,5231102,10,4773.85,1,2,9,414215,4211306
SC,5231102,10,4904.46,1,2,9,715615,4211306
SC,5231102,10,4264.18,1,8,7,782210,4211306
SC,5231102,10,9859.05,1,2,9,214205,4211306
SC,5231102,10,4444.66,1,8,7,782210,4211306
SC,5231102,10,3263,1,2,7,783220,4211306
SC,5231102,10,2499.23,1,6,7,919110,4211306
SC,5231102,10,13873.64,1,2,9,342610,4211306
SC,5231102,10,4156.98,1,8,7,783220,4211306
SC,5231102,10,1661.76,1,2,7,783210,4211306
SC,5231102,10,1585.98,1,8,7,783210,4211306
SC,5231102,10,3974.16,1,2,7,783220,4211306
SC,5231102,10,4187.31,1,8,8,715615,4211306
SC,5231102,10,4192.34,1,2,7,782210,4211306
SC,5231102,10,4482.02,1,2,9,342110,4211306
SC,5231102,10,4595.93,1,2,7,782220,4211306
SC,5231102,10,3164.18,2,2,9,261110,4211306
SC,5231102,10,0,2,2,7,411005,4211306
SC,5231102,10,2178.89,2,2,8,414215,4211306
SC,5231102,10,4325.63,1,2,8,782210,4211306
SC,5231102,10,2426.06,1,8,7,715615,4211306
SC,5231102,10,4426.02,1,2,7,782220,4211306
SC,5231102,10,3441.93,1,2,7,311505,4211306
SC,5231102,10,4567.58,1,2,7,414215,4211306
SC,5231102,10,1553.95,1,2,7,992225,4211306
SC,5231102,10,5219.95,1,2,8,782220,4211306
SC,5231102,10,2434.21,1,2,8,715615,4211306
SC,5231102,10,5282.71,1,2,7,782220,4211306
SC,5231102,10,4265.35,1,2,9,342110,4211306
SC,5231102,10,4842.08,1,8,7,782210,4211306
SC,5231102,10,1649.7,1,9,7,414215,4211306
SC,5231102,10,7545.92,1,2,9,252545,4211306
SC,5231102,10,5123.53,1,2,7,782220,4211306
SC,5231102,10,4011.81,1,2,7,783220,4211306
SC,5231102,10,4289.17,1,2,7,782210,4211306
SC,5231102,10,1845.43,1,2,7,411045,4211306
SC,5231102,10,3015.01,1,2,7,724315,4211306
SC,5231102,10,8411.75,1,4,9,914405,4211306
SC,5231102,10,3554.55,1,2,8,517110,4211306
SC,5231102,10,2459.98,1,2,7,715615,4211306
SC,5231102,10,3984.64,1,8,7,517110,4211306
SC,5231102,10,1582.5,1,2,7,519935,4211306
SC,5231102,10,5678.96,1,2,9,212405,4211306
SC,5231102,10,2105.44,1,2,8,317210,4211306
SC,5231102,10,4217.67,1,2,8,782210,4211306
SC,5231102,10,3867.57,1,2,8,514325,4211306
SC,5231102,10,2272.48,1,2,7,414215,4211306
SC,5231102,10,4222.41,1,2,7,782210,4211306
SC,5231102,10,9542.04,1,2,9,214410,4211306
SC,5231102,10,4081.41,1,4,7,414215,4211306
SC,5231102,10,0,1,2,7,783220,4211306
SC,5231102,10,4049.29,1,8,7,783220,4211306
SC,5231102,10,2440.45,2,2,8,411045,4211306
SC,5231102,10,2290.73,1,2,7,715615,4211306
SC,5231102,10,4843.7,1,8,7,782220,4211306
SC,5231102,10,4165.79,1,4,7,783220,4211306
SC,5231102,10,4362.13,1,8,7,782210,4211306
SC,5231102,10,4331.13,1,2,7,782210,4211306
SC,5231102,10,4354.23,1,8,9,252545,4211306
SC,5231102,10,0,1,2,7,783220,4211306
SC,5231102,10,2178.56,1,2,8,711210,4211306
SC,5231102,10,7596.64,1,2,7,782220,4211306
SC,5231102,10,4209.2,1,6,7,782210,4211306
SC,5231102,10,1565.93,1,8,8,422105,4211306
SC,5231102,10,6427.72,2,2,9,142335,4211306
SC,5231102,10,7342.59,1,2,9,342110,4211306
SC,5231102,10,3936.91,1,2,7,783220,4211306
SC,5231102,10,7367.72,1,2,8,313120,4211306
SC,5231102,10,3876.41,1,8,7,783220,4211306
SC,5231102,10,4755.62,1,8,7,782220,4211306
SC,5231102,10,7357.85,1,2,7,782220,4211306
SC,5231102,10,4821.68,1,2,9,414215,4211306
SC,5231102,10,4646.25,1,2,7,782210,4211306
SC,5231102,10,3413.07,1,2,7,517110,4211306
SC,5231102,10,14212.21,1,2,9,715615,4211306
SC,5231102,10,2130.51,1,2,7,411005,4211306
SC,5231102,10,4059.67,1,2,7,782210,4211306
SC,5231102,10,4647.8,1,2,8,914405,4211306
SC,5231102,10,2090.19,1,8,7,414215,4211306
SC,5231102,10,6810.85,1,2,9,212405,4211306
SC,5231102,10,1432.08,1,2,8,414215,4211306
SC,5231102,10,4300.57,1,4,7,782210,4211306
SC,5231102,10,3651.37,1,2,8,317205,4211306
SC,5231102,10,4193,1,2,9,517110,4211306
SC,5231102,10,4567.19,1,2,7,782220,4211306
SC,5231102,10,6338.42,1,2,9,414215,4211306
SC,5231102,10,4210.75,1,2,7,517110,4211306
SC,5231102,10,7405.54,1,2,7,782220,4211306
SC,5231102,10,2550.15,1,2,8,914405,4211306
SC,5231102,10,5756.7,1,2,7,782220,4211306
SC,5231102,10,4590.76,1,2,7,414215,4211306
SC,5231102,10,2794.01,1,2,6,711210,4211306
SC,5231102,10,3822.95,1,2,7,783220,4211306
SC,5231102,10,1693.69,2,2,8,411005,4211306
SC,5231102,10,3018.57,2,2,8,411010,4211306
SC,5231102,10,2611.91,1,2,7,414215,4211306
SC,5231102,10,4177.14,1,2,6,783220,4211306
SC,5231102,10,2498.79,1,2,7,514325,4211306
SC,5231102,55,589,2,8,6,411005,4211306
SC,5231102,10,4182.74,1,4,8,783220,4211306
SC,5231102,10,3513.88,1,2,7,724315,4211306
SC,5231102,10,1649.98,1,2,7,414215,4211306
SC,5231102,10,4044.13,1,2,9,414215,4211306
SC,5231102,10,6008.68,1,2,9,414215,4211306
SC,5231102,10,5285.06,1,2,7,782220,4211306
SC,5231102,10,7690.52,1,2,7,141605,4211306
SC,5231102,10,3973.06,1,2,8,783220,4211306
SC,5231102,10,5255.58,1,2,9,782220,4211306
SC,5231102,10,4193.56,1,8,8,782210,4211306
SC,5231102,10,0,1,2,7,514325,4211306
SC,5231102,10,4300.22,2,2,8,782210,4211306
SC,5231102,10,5437.04,1,2,7,782220,4211306
SC,5231102,10,7602.4,1,8,9,782220,4211306
SC,5231102,10,10066.05,1,2,9,414215,4211306
SC,5231102,10,2852.61,1,8,7,715210,4211306
SC,5231102,10,4017.17,1,2,7,783220,4211306
SC,5231102,10,4657.44,1,2,9,414215,4211306
SC,5231102,10,4319.99,1,2,8,782210,4211306
SC,5231102,10,3640.98,1,2,6,716605,4211306
SC,5231102,10,4537.95,1,2,7,414215,4211306
SC,5231102,10,3990.83,1,2,7,783220,4211306
SC,5231102,10,4776.43,1,8,7,782210,4211306
SC,5231102,10,9980.15,1,2,9,782220,4211306
SC,5231102,10,3546.45,1,8,6,716610,4211306
SC,5231102,10,7717.73,1,2,7,782220,4211306
SC,5231102,10,1926.3,1,2,8,414215,4211306
SC,5231102,10,4120.95,1,8,8,342110,4211306
SC,5231102,10,7685.6,1,2,8,782220,4211306
SC,5231102,10,3822.12,1,2,6,723330,4211306
SC,5231102,10,4256.06,1,2,7,914405,4211306
SC,5231102,10,4321.46,1,2,7,782210,4211306
SC,5231102,10,2424.34,1,8,7,715615,4211306
SC,5231102,10,10482.14,1,2,9,342110,4211306
SC,5231102,10,4978.61,1,2,7,715615,4211306
SC,5231102,10,4005.13,1,8,7,783220,4211306
SC,5231102,10,5060.71,1,8,9,782220,4211306
SC,5231102,10,4142.88,1,4,7,783220,4211306
SC,5231102,10,1675.65,1,2,8,414215,4211306
SC,5231102,10,13873.64,1,8,9,141605,4211306
SC,5231102,10,3531.83,1,8,6,724315,4211306
SC,5231102,10,5271.16,1,2,7,782220,4211306
SC,5231102,10,4801.04,1,2,9,782220,4211306
SC,5231102,55,589,1,2,6,411005,4211306
SC,5231102,10,5408.91,1,2,9,782220,4211306
SC,5231102,10,4900.81,1,2,7,414215,4211306
SC,5231102,10,4277.75,1,2,8,414215,4211306
SC,5231102,10,8672.07,1,2,8,351605,4211306
SC,5231102,10,3456.86,1,2,7,724315,4211306
SC,5231102,10,3937.87,1,2,7,715615,4211306
SC,5231102,10,4783.6,1,2,6,724315,4211306
SC,5231102,10,2382,1,2,7,715615,4211306
SC,5231102,10,5328.02,1,2,7,782220,4211306
SC,5231102,55,589,2,8,6,411005,4211306
SC,5231102,10,7720.37,2,2,9,410205,4211306
SC,5231102,10,24273.33,1,4,9,252210,4211306
SC,5231102,10,4523.89,1,2,9,414215,4211306
SC,5231102,55,589,2,8,6,411005,4211306
SC,5231102,10,4160.91,1,8,9,414215,4211306
SC,5231102,10,7815.65,1,2,7,782220,4211306
SC,5231102,10,4204.33,1,4,8,783220,4211306
SC,5231102,10,4452.06,1,2,9,414215,4211306
SC,5231102,10,4223.64,1,2,8,414215,4211306
SC,5231102,10,4407.76,1,2,8,783220,4211306
SC,5231102,10,3921.87,1,8,8,715615,4211306
SC,5231102,10,7107.05,1,2,9,342110,4211306
SC,5231102,10,7823.6,1,2,8,724315,4211306
SC,5231102,10,4103.46,1,2,9,783220,4211306
SC,5231102,10,4918.98,1,8,8,914405,4211306
SC,5231102,10,4007.53,1,2,7,391130,4211306
SC,5231102,10,4795.72,1,8,8,414215,4211306
SC,5231102,10,4309.39,1,2,8,782210,4211306
SC,5231102,10,4509.72,1,2,8,782220,4211306
SC,5231102,10,5263.1,1,2,7,782220,4211306
SC,5231102,10,7748.87,1,2,8,782220,4211306
SC,5231102,10,5478.34,1,2,9,212405,4211306
SC,5231102,10,4575.24,1,2,8,414215,4211306
SC,5231102,10,5264.23,1,2,7,782220,4211306
SC,5231102,55,589,2,8,6,411005,4211306
SC,5231102,10,4574.74,1,2,9,414215,4211306
SC,5231102,10,4223.19,1,2,7,782210,4211306
SC,5231102,10,5402.02,1,4,8,782220,4211306
SC,5231102,10,3070.81,1,2,7,783220,4211306
SC,5231102,10,1519.47,1,2,7,519935,4211306
SC,5231102,10,5419.14,1,8,9,782220,4211306
SC,5231102,10,4756.34,1,2,8,782220,4211306
SC,5231102,10,7299.83,1,2,8,351605,4211306
SC,5231102,10,3273.9,1,9,8,252715,4216206
SC,5231102,10,3586.41,1,2,7,950110,4216206
SC,5231102,10,733.33,2,1,9,252405,4216206
SC,5231102,10,3794.11,1,2,7,951105,4216206
SC,5231102,10,2117.31,1,2,8,517335,4216206
SC,5231102,10,1817.36,1,9,8,517330,4216206
SC,5231102,10,5187.25,1,9,9,913105,4216206
SC,5231102,10,1375.57,1,2,7,414210,4216206
SC,5231102,10,2916.31,1,9,8,782220,4216206
SC,5231102,10,1575.36,1,9,7,414115,4216206
SC,5231102,10,2732.8,1,2,5,782220,4216206
SC,5231102,55,575.15,2,2,6,411005,4216206
SC,5231102,10,1927.33,1,2,9,517410,4216206
SC,5231102,60,802.42,1,8,7,514320,4216206
SC,5231102,10,2786.91,1,9,6,782220,4216206
SC,5231102,10,1713.63,1,9,9,517330,4216206
SC,5231102,10,1477.26,1,2,7,414210,4216206
SC,5231102,10,2990.08,1,9,7,414215,4216206
SC,5231102,10,1490.34,1,9,8,414105,4216206
SC,5231102,10,4401.86,1,2,7,414210,4216206
SC,5231102,10,0,1,2,7,514325,4216206
SC,5231102,10,1505.69,1,2,8,411005,4216206
SC,5231102,10,7085.07,2,2,9,142330,4216206
SC,5231102,10,2665,1,8,5,782220,4216206
SC,5231102,10,3090.58,1,9,9,351605,4216206
SC,5231102,10,2339.36,2,2,7,391125,4216206
SC,5231102,10,21761.92,1,2,9,121010,4216206
SC,5231102,10,7881.62,1,2,7,342610,4216206
SC,5231102,10,5216.53,1,2,7,141615,4216206
SC,5231102,10,4500,1,9,9,342610,4216206
SC,5231102,55,574.4,1,9,6,411005,4216206
SC,5231102,10,1136.9,1,8,9,414210,4216206
SC,5231101,10,10109.09,1,2,9,252305,4216206
SC,5231102,10,2132.98,1,2,7,514310,4216206
SC,5231102,10,3832.66,1,8,9,411005,4216206
SC,5231102,10,2976.91,1,2,7,414215,4216206
SC,5231102,10,3636.13,1,9,7,141615,4216206
SC,5231102,10,3557.18,1,9,7,782220,4216206
SC,5231102,10,2867.32,1,2,7,414140,4216206
SC,5231102,10,2704.22,1,9,7,782220,4216206
SC,5231102,10,1870.25,1,2,7,517410,4216206
SC,5231102,10,2168.9,1,2,7,252715,4216206
SC,5231102,10,2828.03,1,2,7,784205,4216206
SC,5231102,10,3040.97,1,9,7,351605,4216206
SC,5231102,10,1515.19,2,9,8,414115,4216206
SC,5231102,10,2789.99,1,8,9,411005,4216206
SC,5231102,10,1877.74,1,2,8,414140,4216206
SC,5231102,10,2266.95,1,2,7,783210,4216206
SC,5231102,10,1397.96,1,2,6,414210,4216206
SC,5231102,10,6964.2,1,2,7,141615,4216206
SC,5231102,10,3301.01,1,9,7,252715,4216206
SC,5231102,10,3222.8,1,2,9,413110,4216206
SC,5231102,10,1422.97,1,8,5,414210,4216206
SC,5231102,10,2139.23,2,9,7,414215,4216206
SC,5231102,10,1915.36,2,2,7,414115,4216206
SC,5231102,10,9149.95,1,2,9,410105,4216206
SC,5231102,10,2561.87,1,4,8,953115,4216206
SC,5231102,10,2748.48,1,9,7,414140,4216206
SC,5231102,10,1517.9,2,9,7,411005,4216206
SC,5231102,10,12803.64,1,9,9,142330,4216206
SC,5231102,10,3346.56,2,2,8,252405,4216206
SC,5231102,10,2975.64,1,9,7,782220,4216206
SC,5231102,10,1334.73,2,8,7,411045,4216206
SC,5231102,10,2846.27,1,2,7,411045,4216206
SC,5231102,10,8145.01,1,2,8,342610,4216206
