sigla_uf,cnae_2_subclasse,tipo_vinculo,valor_remuneracao_media,sexo,raca_cor,grau_instrucao_apos_2005,cbo_2002,id_municipio
RJ,5231102,10,2237.49,1,4,7,782305,3304557
RJ,5231102,10,4343.95,1,8,9,414110,3304557
RJ,5231102,10,2804.65,1,8,9,411045,3304557
RJ,5231102,10,0,1,2,9,410105,3304557
RJ,5231102,10,7229.34,1,2,7,141605,3304557
RJ,5231102,10,8170.94,1,8,9,342610,3304557
RJ,5231102,10,3569.12,1,8,7,782510,3304557
RJ,5231102,10,2351.2,1,8,7,782220,3304557
RJ,5231102,10,1242.5,1,8,7,783220,3304557
RJ,5231102,10,6188.76,1,8,7,782110,3304557
RJ,5231102,10,2883.57,1,4,7,782510,3304557
RJ,5231102,10,5145.4,1,2,9,411010,3304557
RJ,5231102,10,3374.48,1,8,7,782510,3304557
RJ,5231102,10,3534.37,1,4,7,782220,3304557
RJ,5231102,10,1723.77,1,8,7,782510,3304557
RJ,5231102,10,1616.16,1,8,7,783220,3304557
RJ,5231102,10,6125.72,1,4,5,783220,3304557
RJ,5231102,10,10513.73,1,4,6,342610,3304557
RJ,5231102,10,2177.97,1,4,7,414110,3304557
RJ,5231102,10,4359.52,1,8,7,783230,3304557
RJ,5231102,10,5324.21,1,8,7,782110,3304557
RJ,5231102,10,1863.18,1,2,7,517420,3304557
RJ,5231102,10,3398.62,1,2,7,351605,3304557
RJ,5231102,10,11881.86,1,2,7,342610,3304557
RJ,5231102,10,6656.25,1,2,6,414215,3304557
RJ,5231102,10,1567.81,1,4,7,414110,3304557
RJ,5231102,10,2227.63,1,8,7,414110,3304557
RJ,5231102,10,7762.99,1,8,5,782115,3304557
RJ,5231102,10,3285.22,1,2,6,782510,3304557
RJ,5231102,10,1058.97,1,8,5,514320,3304557
RJ,5231102,10,3307.59,1,8,7,782510,3304557
RJ,5231102,10,2544.58,1,4,7,782220,3304557
RJ,5231102,10,4166.99,1,2,7,351605,3304557
RJ,5231102,10,14039.01,1,2,9,215130,3304557
RJ,5231102,10,2589.67,1,2,5,414110,3304557
RJ,5231102,10,3044.12,1,2,7,354205,3304557
RJ,5231102,10,1510.11,1,8,7,414110,3304557
RJ,5231102,10,6833.55,1,8,7,782115,3304557
RJ,5231102,10,2385.61,1,4,9,252405,3304557
RJ,5231102,10,2339.76,1,8,7,414215,3304557
RJ,5231102,10,5011.55,1,8,6,783220,3304557
RJ,5231102,10,3709.34,1,8,7,342610,3304557
RJ,5231102,10,1858.77,1,8,5,715210,3304557
RJ,5231102,10,1217.37,1,4,7,782510,3304557
RJ,5231102,10,0,1,2,7,342610,3304557
RJ,5231102,10,3819.78,1,8,5,411005,3304557
RJ,5231102,10,1751.82,1,2,7,514310,3304557
RJ,5231102,10,3613.11,1,4,5,342610,3304557
RJ,5231102,10,5045.93,1,2,5,342610,3304557
RJ,5231102,10,2180.68,1,4,7,411045,3304557
RJ,5231102,10,2039.19,1,8,4,414110,3304557
RJ,5231102,10,11193.44,1,9,9,252720,3304557
RJ,5231102,10,2535.86,1,2,7,414215,3304557
RJ,5231102,10,1676.58,1,4,6,411010,3304557
RJ,5231102,10,3942.44,1,8,7,782220,3304557
RJ,5231102,10,1511.93,1,2,7,411005,3304557
RJ,5231102,10,9415.64,1,8,7,783220,3304557
RJ,5231102,10,1909.64,1,8,4,414110,3304557
RJ,5231102,10,1597.7,1,4,5,414110,3304557
RJ,5231102,10,0,1,8,6,411005,3304557
RJ,5231102,10,6510.15,1,2,5,782115,3304557
RJ,5231102,10,7083.68,1,2,9,142330,3304557
RJ,5231102,10,0,1,2,5,411010,3304557
RJ,5231102,10,2164.54,1,8,7,212420,3304557
RJ,5231102,10,5426.06,1,2,7,782110,3304557
RJ,5231102,10,4129.68,1,2,7,782220,3304557
RJ,5231102,10,1199.43,1,4,7,411005,3304557
RJ,5231102,10,2362.84,1,8,7,414215,3304557
RJ,5231102,10,3811.59,1,2,7,322215,3304557
RJ,5231102,10,11117.31,1,2,7,511115,3304557
RJ,5231102,10,2571.42,1,2,7,411005,3304557
RJ,5231102,10,7819.68,1,4,4,783220,3304557
RJ,5231102,10,2647.91,1,8,7,411045,3304557
RJ,5231102,10,9547.77,1,8,4,783220,3304557
RJ,5231102,10,2612.69,1,2,7,411010,3304557
RJ,5231102,10,2168.62,1,8,7,517330,3304557
RJ,5231102,10,7322.07,1,8,7,782115,3304557
RJ,5231102,10,4883.03,1,2,7,783220,3304557
RJ,5231102,10,2475.27,1,2,7,782510,3304557
RJ,5231102,10,1242.5,1,2,7,783220,3304557
RJ,5231102,10,0,1,8,7,342610,3304557
RJ,5231102,10,21205.8,1,2,9,142520,3304557
RJ,5231102,10,2767.68,1,8,7,414215,3304557
RJ,5231102,10,6090.8,1,2,6,782110,3304557
RJ,5231102,10,2588.45,1,8,7,411005,3304557
RJ,5231102,10,2581.33,1,8,7,414215,3304557
RJ,5231102,10,2509.43,1,8,7,414215,3304557
RJ,5231102,10,3507.53,1,2,7,911305,3304557
RJ,5231102,10,1892.96,1,8,6,414110,3304557
RJ,5231102,10,2899.39,1,2,7,911305,3304557
RJ,5231102,10,2301.76,1,8,7,414215,3304557
RJ,5231102,10,12159.76,1,2,9,252405,3304557
RJ,5231102,10,36461.26,1,2,10,142115,3304557
RJ,5231102,10,2307.34,1,8,7,782220,3304557
RJ,5231102,10,3779.02,1,2,4,782305,3304557
RJ,5231102,10,1677.47,1,2,7,783220,3304557
RJ,5231102,10,5123.7,1,8,5,317210,3304557
RJ,5231102,10,1660.44,1,8,7,783220,3304557
RJ,5231102,10,2932.42,1,8,7,411045,3304557
RJ,5231102,10,8432.21,1,8,7,342610,3304557
RJ,5231102,10,9742.1,1,8,4,783220,3304557
RJ,5231102,10,0,1,2,5,782305,3304557
RJ,5231102,10,10063.1,1,8,5,782115,3304557
RJ,5231102,10,1355.63,1,8,9,411005,3304557
RJ,5231102,10,3544.65,1,8,5,411005,3304557
RJ,5231102,10,1997.38,1,8,7,414215,3304557
RJ,5231102,10,26732.68,1,8,9,141605,3304557
RJ,5231102,10,2178.74,1,8,6,782220,3304557
RJ,5231102,10,2483.06,1,4,9,411045,3304557
RJ,5231102,10,1833.59,1,8,5,783220,3304557
RJ,5231102,10,5533.02,1,2,9,252405,3304557
RJ,5231102,10,3868.7,1,8,7,782510,3304557
RJ,5231102,10,10689.28,1,2,9,410105,3304557
RJ,5231102,10,3580.65,1,4,6,715115,3304557
RJ,5231102,10,7975.34,1,8,4,782115,3304557
RJ,5231102,10,2405.81,1,8,7,782510,3304557
RJ,5231102,10,2132.69,1,8,7,411010,3304557
RJ,5231102,10,8248.47,1,2,9,342610,3304557
RJ,5231102,10,4564.63,1,4,8,411010,3304557
RJ,5231102,10,8020.22,1,8,7,414215,3304557
RJ,5231102,10,0,1,4,6,914425,3304557
RJ,5231102,10,3201.94,1,8,7,411005,3304557
RJ,5231102,10,4898.35,1,2,7,314110,3304557
RJ,5231102,10,2413.69,1,2,5,783220,3304557
RJ,5231102,10,0,1,8,7,342610,3304557
RJ,5231102,10,2484.96,1,2,7,411010,3304557
RJ,5231102,10,10617.37,1,2,8,520110,3304557
RJ,5231102,10,7409.87,1,2,7,782220,3304557
RJ,5231102,10,3139.33,1,8,7,951105,3304557
RJ,5231102,10,1775.88,1,8,7,783220,3304557
RJ,5231102,10,14464.72,1,8,9,342610,3304557
RJ,5231102,10,2537.66,1,4,5,411010,3304557
RJ,5231102,10,2509.12,1,4,9,413110,3304557
RJ,5231102,10,1939.66,1,8,7,783210,3304557
RJ,5231102,10,1535.75,1,2,7,783220,3304557
RJ,5231102,10,4070.68,1,2,7,911305,3304557
RJ,5231102,10,1445.74,1,8,7,783220,3304557
RJ,5231102,10,2500.75,1,2,6,411045,3304557
RJ,5231102,55,615.33,1,2,6,411005,3304557
RJ,5231102,10,1125.13,1,4,7,411005,3304557
RJ,5231102,10,2252.91,1,2,7,354205,3304557
RJ,5231102,10,2145.62,1,2,7,782220,3304557
RJ,5231102,10,2665.18,1,2,6,411005,3304557
RJ,5231102,10,1623.01,1,8,7,783220,3304557
RJ,5231102,10,3901.21,1,8,7,782220,3304557
RJ,5231102,10,3922,1,8,4,782510,3304557
RJ,5231102,10,0,1,2,9,142305,3304557
RJ,5231102,10,0,1,2,7,342610,3304557
RJ,5231102,10,1547.5,1,2,7,783220,3304557
RJ,5231102,10,3264.44,1,8,5,411045,3304557
RJ,5231102,10,21000,1,2,9,142305,3304557
RJ,5231102,10,2850.45,1,4,9,782510,3304557
RJ,5231102,10,2514.34,1,2,7,761215,3304557
RJ,5231102,10,3022.72,1,8,7,725010,3304557
RJ,5231102,10,2211.75,1,8,8,511210,3304557
RJ,5231102,10,3299.27,1,8,5,782510,3304557
RJ,5231102,10,3888.08,1,2,8,142330,3304557
RJ,5231102,10,2913.84,1,2,7,317210,3304557
RJ,5231102,10,7711.19,1,2,7,351605,3304557
RJ,5231102,10,2903.26,1,2,9,411010,3304557
RJ,5231102,10,3713.98,1,8,5,782510,3304557
RJ,5231102,10,1248.24,1,2,7,411005,3304557
RJ,5231102,10,1767.74,1,8,7,717020,3304557
RJ,5231102,10,18125.72,1,8,9,142115,3304557
RJ,5231102,10,1642.71,1,8,4,783220,3304557
RJ,5231102,10,3252.88,1,4,5,414215,3304557
RJ,5231102,10,12875.57,1,2,5,342610,3304557
RJ,5231102,10,0,1,2,7,517310,3304557
RJ,5231102,10,4997.72,1,2,6,510105,3304557
RJ,5231102,10,1518.29,1,8,6,414110,3304557
RJ,5231102,10,3606.9,1,2,7,951105,3304557
RJ,5231102,10,2145.01,1,4,7,782220,3304557
RJ,5231102,10,1400.42,1,2,7,411005,3304557
RJ,5231102,10,4598.32,1,2,4,782115,3304557
RJ,5231102,10,1675.33,1,2,7,783220,3304557
RJ,5231102,10,1985.59,1,8,7,414215,3304557
RJ,5231102,10,2372.85,1,8,7,414215,3304557
RJ,5231102,10,5701.9,1,8,7,782110,3304557
RJ,5231102,10,2325.89,1,8,7,782220,3304557
RJ,5231102,10,4648.09,1,4,9,391120,3304557
RJ,5231102,10,2973.08,1,8,7,414215,3304557
RJ,5231102,10,5486.58,1,8,7,782115,3304557
RJ,5231102,10,2522.6,1,8,7,782220,3304557
RJ,5231102,10,2171.36,1,8,7,782220,3304557
RJ,5231102,10,4680.09,1,8,7,813125,3304557
RJ,5231102,10,3462.56,1,4,7,784205,3304557
RJ,5231102,10,2827.03,1,8,7,414215,3304557
RJ,5231102,10,2173.89,1,2,7,414110,3304557
RJ,5231102,10,8138.46,1,4,7,783220,3304557
RJ,5231102,10,5512.18,1,8,5,782115,3304557
RJ,5231102,10,5652.48,1,8,7,782110,3304557
RJ,5231101,10,6248.5,1,2,7,342110,3304557
RJ,5231102,10,3846.37,1,2,7,782220,3304557
RJ,5231102,10,3247.7,1,2,7,514325,3304557
RJ,5231102,10,0,1,2,7,761215,3304557
RJ,5231102,10,1865.87,1,8,7,411005,3304557
RJ,5231102,10,2420.56,1,4,7,411045,3304557
RJ,5231102,10,2350.41,1,8,7,782220,3304557
RJ,5231102,10,2376.89,1,2,7,782510,3304557
RJ,5231102,10,2635.13,1,2,7,782510,3304557
RJ,5231102,10,0,1,8,7,511210,3304557
RJ,5231102,10,3359.7,1,2,6,342610,3304557
RJ,5231102,10,2452.31,1,8,7,782510,3304557
RJ,5231102,10,6878.35,1,8,8,342610,3304557
RJ,5231102,10,2431.03,1,8,5,411045,3304557
RJ,5231102,10,1703.8,1,4,7,414110,3304557
RJ,5231102,55,581.16,1,4,7,411005,3304557
RJ,5231102,10,0,1,4,7,414110,3304557
RJ,5231102,10,4891.22,1,8,7,783220,3304557
RJ,5231102,10,2357.59,1,2,7,513405,3304557
RJ,5231102,10,1587.96,1,8,7,411045,3304557
RJ,5231102,55,609.45,1,2,8,411005,3304557
RJ,5231102,10,2889.61,1,8,7,511210,3304557
RJ,5231102,10,2329.01,1,8,7,311505,3304557
RJ,5231102,10,2591.37,1,8,7,782220,3304557
RJ,5231102,10,2400.52,1,8,7,411010,3304557
RJ,5231102,10,4971.43,1,2,5,517310,3304557
RJ,5231102,10,1827.64,1,4,6,411045,3304557
RJ,5231102,10,1525.93,1,2,7,411045,3304557
RJ,5231102,10,4879.03,1,8,7,782115,3304557
RJ,5231102,10,3564.06,1,8,7,862155,3304557
RJ,5231102,10,9448.69,1,2,7,782115,3304557
RJ,5231102,10,2583.76,1,8,6,782510,3304557
RJ,5231102,10,2354.44,1,8,7,782510,3304557
RJ,5231102,10,8182.68,1,2,7,391120,3304557
RJ,5231102,10,1925.68,1,2,5,414215,3304557
RJ,5231102,10,6594.17,1,2,7,782115,3304557
RJ,5231102,10,4111.38,1,8,4,317210,3304557
RJ,5231102,10,8650.59,1,2,5,782115,3304557
RJ,5231102,10,5710.47,1,2,6,342610,3304557
RJ,5231102,10,4236.82,1,4,7,411010,3304557
RJ,5231102,10,2172.62,1,8,7,414110,3304557
RJ,5231102,10,2581.08,1,2,7,411045,3304557
RJ,5231102,10,0,1,8,7,783220,3304557
RJ,5231102,10,8642.73,1,2,9,212405,3304557
RJ,5231102,10,1513.24,1,4,7,414110,3304557
RJ,5231102,10,3218.9,1,2,7,951105,3304557
RJ,5231102,10,2160.31,1,8,7,782510,3304557
RJ,5231102,10,2138.2,1,2,7,782220,3304557
RJ,5231102,10,3719.73,1,8,9,342610,3304557
RJ,5231102,10,25792.51,1,2,9,251215,3304557
RJ,5231102,10,2090.58,1,2,7,414110,3304557
RJ,5231102,10,8802.7,1,8,5,342610,3304557
RJ,5231102,10,1726.98,1,8,7,783220,3304557
RJ,5231102,10,2457.18,1,8,7,782220,3304557
RJ,5231102,10,5102.13,1,4,9,141605,3304557
RJ,5231102,10,3063.14,1,2,7,715115,3304557
RJ,5231102,10,3134.09,1,8,7,782510,3304557
RJ,5231102,10,1817.36,1,2,7,782305,3304557
RJ,5231102,10,1736.1,1,8,7,783220,3304557
RJ,5231102,10,3996.87,1,2,7,411010,3304557
RJ,5231102,10,7356.15,1,2,7,351605,3304557
RJ,5231102,10,9656.5,1,2,9,214915,3304557
RJ,5231102,10,3814.98,1,8,5,342610,3304557
RJ,5231102,10,0,1,8,7,782510,3304557
RJ,5231101,10,10497.33,1,8,7,517330,3304557
RJ,5231102,10,3270.01,1,2,7,782510,3304557
RJ,5231102,10,0,1,8,5,342610,3304557
RJ,5231102,10,7452.62,1,2,8,391120,3304557
RJ,5231102,10,1500.36,1,4,5,414110,3304557
RJ,5231102,10,2497.33,1,8,7,414215,3304557
RJ,5231102,10,8377.43,1,2,9,342610,3304557
RJ,5231102,10,2446.83,1,4,5,414110,3304557
RJ,5231102,10,4334.25,1,2,7,342610,3304557
RJ,5231102,10,11636.52,1,8,5,342610,3304557
RJ,5231102,10,6448.65,1,8,7,782220,3304557
RJ,5231102,10,6526.34,1,8,4,342610,3304557
RJ,5231102,10,38450.16,1,2,9,215140,3304557
RJ,5231102,10,4929.26,1,8,7,342315,3304557
RJ,5231102,10,0,1,2,7,342105,3304557
RJ,5231102,10,2141.81,1,2,9,782220,3304557
RJ,5231102,10,2330.02,1,2,8,411010,3304557
RJ,5231102,10,5801.42,1,2,7,782115,3304557
RJ,5231102,10,1634.16,1,8,9,411010,3304557
RJ,5231102,10,7991.56,1,2,7,351605,3304557
RJ,5231102,10,1734.58,1,2,6,783220,3304557
RJ,5231102,10,1631.84,1,4,7,414110,3304557
RJ,5231102,10,0,1,8,7,783220,3304557
RJ,5231102,10,1766.3,1,2,7,783220,3304557
RJ,5231102,10,7819.36,1,2,7,782115,3304557
RJ,5231102,10,3874.32,1,2,7,313120,3304557
RJ,5231102,10,7792.14,1,4,7,342610,3304557
RJ,5231102,10,2376.66,1,2,9,351430,3304557
RJ,5231102,10,2587.66,1,2,7,414215,3304557
RJ,5231102,10,1681.67,1,4,7,414215,3304557
RJ,5231102,10,4436.75,1,2,7,782220,3304557
RJ,5231102,10,1723.82,1,8,4,414110,3304557
RJ,5231102,10,7053.04,1,8,6,782220,3304557
RJ,5231102,10,7818.84,1,2,7,342610,3304557
RJ,5231102,10,2278.64,1,2,7,414215,3304557
RJ,5231102,10,8848.91,1,2,7,950305,3304557
RJ,5231102,10,4443.71,1,8,6,782115,3304557
RJ,5231102,10,8118.44,1,2,5,414215,3304557
RJ,5231102,10,3824.91,1,8,5,783220,3304557
RJ,5231102,10,3598.22,1,8,5,782510,3304557
RJ,5231102,10,1619.39,1,4,9,414110,3304557
RJ,5231102,10,1838.37,1,8,7,783220,3304557
RJ,5231102,10,1541.29,1,8,6,414110,3304557
RJ,5231102,10,3673.35,1,8,7,511210,3304557
RJ,5231102,10,2709.55,1,4,7,783220,3304557
RJ,5231102,10,2763.19,1,8,5,411005,3304557
RJ,5231102,10,2326.19,1,2,7,782220,3304557
RJ,5231102,10,1525.3,1,4,7,414110,3304557
RJ,5231102,10,3583.24,1,2,7,782510,3304557
RJ,5231102,10,1892.1,1,8,5,414110,3304557
RJ,5231102,10,2534.2,1,8,7,414215,3304557
RJ,5231102,10,1683.43,1,8,7,414215,3304557
RJ,5231102,10,5368.48,1,2,7,313120,3304557
RJ,5231102,10,3886.98,1,8,7,510310,3304557
RJ,5231102,10,2329.55,1,8,4,414110,3304557
RJ,5231102,10,0,1,4,7,782220,3304557
RJ,5231102,10,1876.16,1,8,7,783220,3304557
RJ,5231102,10,10610.91,1,2,9,410225,3304557
RJ,5231102,10,4511.36,1,8,7,782510,3304557
RJ,5231102,10,1823.82,1,8,7,783220,3304557
RJ,5231102,10,1303,1,8,7,411005,3304557
RJ,5231102,10,0,1,8,7,414110,3304557
RJ,5231102,10,1505.87,1,4,5,783210,3304557
RJ,5231102,10,12027.1,1,4,7,414215,3304557
RJ,5231102,10,4729.98,1,8,7,813125,3304557
RJ,5231102,10,3168.13,1,2,7,782510,3304557
RJ,5231102,10,4134.7,1,4,9,391120,3304557
RJ,5231102,10,0,1,8,5,782510,3304557
RJ,5231102,10,1457.66,1,4,7,414110,3304557
RJ,5231102,10,5267.94,1,2,6,111510,3304557
RJ,5231102,10,2019.71,1,8,7,783220,3304557
RJ,5231102,10,5835.99,1,8,10,141605,3304557
RJ,5231102,10,828.38,1,2,7,411005,3304557
RJ,5231102,10,6887.49,1,2,7,782220,3304557
RJ,5231102,55,612.86,1,2,7,411005,3304557
RJ,5231102,10,3650.13,1,8,7,782220,3304557
RJ,5231102,10,1845.36,1,2,7,783220,3304557
RJ,5231102,10,1669.74,1,8,7,783220,3304557
RJ,5231102,10,8405.86,1,8,4,783220,3304557
RJ,5231102,10,0,1,8,5,342610,3304557
RJ,5231102,10,13591.11,1,2,9,411005,3304557
RJ,5231102,10,9591.33,1,8,4,342610,3304557
RJ,5231102,10,2451.32,1,8,7,414215,3304557
RJ,5231102,10,2413.47,1,4,5,517310,3304557
RJ,5231102,10,4795.29,1,4,7,783220,3304557
RJ,5231102,10,2048.72,1,2,7,414110,3304557
RJ,5231102,10,7977.54,1,2,9,342610,3304557
RJ,5231102,10,1770.1,1,2,7,783220,3304557
RJ,5231102,10,2121.47,1,8,7,414105,3304557
RJ,5231102,10,1984.7,1,2,7,782220,3304557
RJ,5231102,10,2887.01,1,8,7,411005,3304557
RJ,5231102,10,3503.69,1,2,7,411010,3304557
RJ,5231102,10,1899.1,1,8,7,414110,3304557
RJ,5231102,10,2143.67,1,8,7,782220,3304557
RJ,5231102,10,4837.38,1,8,7,414110,3304557
RJ,5231102,10,0,1,2,5,783220,3304557
RJ,5231102,10,2237.68,1,2,5,414215,3304557
RJ,5231102,10,18170.62,1,2,9,241010,3304557
RJ,5231102,10,3751.63,1,8,7,782220,3304557
RJ,5231102,10,2831.22,1,2,7,782510,3304557
RJ,5231102,10,8346.29,1,8,5,782115,3304557
RJ,5231102,55,608.25,1,2,7,411005,3304557
RJ,5231102,10,1483.38,1,2,7,783220,3304557
RJ,5231102,10,2480.25,1,4,7,517330,3304557
RJ,5231101,10,0,1,2,7,782515,3304557
RJ,5231102,10,1947.99,1,2,7,783220,3304557
RJ,5231102,10,1373.17,1,2,6,411005,3304557
RJ,5231102,10,1999.1,1,8,7,782220,3304557
RJ,5231102,10,3693.81,1,8,7,411045,3304557
RJ,5231102,10,1717.22,1,2,7,783220,3304557
RJ,5231102,10,12784.21,1,9,9,215130,3304557
RJ,5231102,10,12007.19,1,2,9,313415,3304557
RJ,5231102,10,5906,1,8,7,782110,3304557
RJ,5231102,10,4302.48,1,2,7,782220,3304557
RJ,5231102,10,1926.43,1,8,8,411005,3304557
RJ,5231102,10,2175.22,1,8,7,715610,3304557
RJ,5231102,10,1940.85,1,4,7,414110,3304557
RJ,5231102,10,6827.52,1,2,5,782220,3304557
RJ,5231102,10,2453.85,1,8,7,782510,3304557
RJ,5231102,10,2982.27,1,8,7,951105,3304557
RJ,5231102,10,9277.69,1,8,7,782115,3304557
RJ,5231102,10,2708.6,1,2,9,351605,3304557
RJ,5231101,10,0,1,9,7,517330,3304557
RJ,5231102,10,1480.91,1,2,7,783220,3304557
RJ,5231102,10,5642.39,1,8,7,782110,3304557
RJ,5231102,10,3057.57,1,8,7,411045,3304557
RJ,5231102,10,2596.2,1,8,7,782220,3304557
RJ,5231102,10,1751.77,1,8,7,783220,3304557
RJ,5231102,10,27639.95,1,2,9,215140,3304557
RJ,5231102,10,3447.93,1,2,9,391135,3304557
RJ,5231102,10,14873.83,1,9,9,142115,3304557
RJ,5231102,10,5569.21,1,4,7,782110,3304557
RJ,5231102,10,1775.28,1,8,6,783220,3304557
RJ,5231102,10,3677.13,1,8,5,782510,3304557
RJ,5231102,10,12788.1,1,4,5,414215,3304557
RJ,5231102,10,1320.79,1,8,7,414110,3304557
RJ,5231102,10,1771.02,1,4,7,411010,3304557
RJ,5231102,10,2740.58,1,2,7,414215,3304557
RJ,5231102,10,1810.65,1,8,5,517310,3304557
RJ,5231102,10,1556.71,1,4,6,414110,3304557
RJ,5231102,10,3916.17,1,2,7,342610,3304557
RJ,5231102,10,4361.3,1,8,7,782510,3304557
RJ,5231102,10,2403.21,1,8,5,414110,3304557
RJ,5231102,10,2629.39,1,8,8,411010,3304557
RJ,5231102,10,3443.89,1,2,6,782510,3304557
RJ,5231102,10,2256.84,1,8,9,414215,3304557
RJ,5231102,10,4707.04,1,2,9,241010,3304557
RJ,5231102,10,1833.81,1,2,5,411045,3304557
RJ,5231102,10,3447.39,1,8,7,351605,3304557
RJ,5231102,10,1214.57,1,8,7,783220,3304557
RJ,5231102,10,3654.65,1,8,5,782510,3304557
RJ,5231102,10,0,1,8,7,782220,3304557
RJ,5231102,10,8576.88,1,2,9,391120,3304557
RJ,5231102,90,2051.89,1,8,7,951315,3304557
RJ,5231102,10,5673.83,1,8,5,782115,3304557
RJ,5231102,10,3751.5,1,2,9,252405,3304557
RJ,5231102,10,8284.96,1,2,9,342610,3304557
RJ,5231102,10,1331.33,1,2,9,783220,3304557
RJ,5231102,10,0,1,2,5,782510,3304557
RJ,5231102,10,3897.92,1,8,7,351605,3304557
RJ,5231102,10,6869.34,1,8,7,783220,3304557
RJ,5231102,10,25427.92,1,2,9,141605,3304557
RJ,5231102,10,3212.92,1,2,7,919105,3304557
RJ,5231102,10,10290.04,1,2,9,950305,3304557
RJ,5231102,10,7126.74,1,9,9,252210,3304557
RJ,5231102,10,9446.74,1,8,6,342610,3304557
RJ,5231102,10,2743.1,1,8,6,782220,3304557
RJ,5231102,10,4147.87,1,8,5,342610,3304557
RJ,5231102,10,2737.78,1,8,7,414110,3304557
RJ,5231102,10,7994.97,1,2,5,782115,3304557
RJ,5231102,10,0,1,8,7,783220,3304557
RJ,5231102,10,2101.81,1,8,7,951105,3304557
RJ,5231102,10,2240.71,1,2,7,411005,3304557
RJ,5231102,10,13072.81,1,8,9,252605,3304557
RJ,5231102,10,24215.53,1,2,9,142605,3304557
RJ,5231102,10,1754.48,1,2,7,411005,3304557
RJ,5231102,10,1521.54,1,8,5,414110,3304557
RJ,5231102,10,2225.55,1,2,7,414110,3304557
RJ,5231102,10,2097.42,1,2,7,411005,3304557
RJ,5231102,10,11397.32,1,2,9,212405,3304557
RJ,5231102,10,0,1,2,6,414105,3304557
RJ,5231102,10,3794.36,1,8,5,411010,3304557
RJ,5231102,10,1859.88,1,8,7,414215,3304557
RJ,5231102,10,11711.09,1,2,9,214205,3304557
RJ,5231102,10,1852.2,1,2,7,414110,3304557
RJ,5231102,10,2875.99,1,2,7,414215,3304557
RJ,5231102,10,2993.07,1,8,6,520110,3304557
RJ,5231102,10,1544.41,1,2,9,411005,3304557
RJ,5231102,10,7695.03,1,2,7,342610,3304557
RJ,5231102,10,1987.57,1,2,7,782220,3304557
RJ,5231102,10,18837.01,1,8,10,142705,3304557
RJ,5231102,10,7552.26,1,2,9,391120,3304557
RJ,5231102,10,9030.94,1,8,5,342610,3304557
RJ,5231102,10,2748.19,1,4,7,992115,3304557
RJ,5231102,10,7073.5,1,8,7,342610,3304557
RJ,5231102,10,1590.94,1,4,6,414215,3304557
RJ,5231102,10,1703.92,1,8,7,514310,3304557
RJ,5231102,10,3948.2,1,8,6,782220,3304557
RJ,5231102,10,3326.68,1,2,7,411045,3304557
RJ,5231102,10,9172.83,1,4,4,342610,3304557
RJ,5231102,10,1423.77,1,4,9,342125,3304557
RJ,5231102,10,31454.86,1,2,9,142305,3304557
RJ,5231102,10,2375.55,1,8,7,511210,3304557
RJ,5231102,10,1928.72,1,8,6,411005,3304557
RJ,5231102,10,2865.73,1,2,9,411045,3304557
RJ,5231102,10,5473.37,1,2,7,782110,3304557
RJ,5231102,10,9658.26,1,8,9,215130,3304557
RJ,5231102,10,4204,1,8,6,411010,3304557
RJ,5231102,10,2207.9,1,8,7,414215,3304557
RJ,5231102,10,12379.61,1,2,5,414215,3304557
RJ,5231102,10,6674.62,1,8,5,782115,3304557
RJ,5231102,10,7604.89,1,2,6,782220,3304557
RJ,5231102,10,1498.06,1,8,6,414110,3304557
RJ,5231102,10,1720.82,1,8,7,783220,3304557
RJ,5231102,10,2457.13,1,2,7,782510,3304557
RJ,5231102,10,1833.46,1,4,7,414215,3304557
RJ,5231102,10,10748.58,1,4,7,782710,3304557
RJ,5231102,10,2136.3,1,2,8,517330,3304557
RJ,5231102,10,1504.03,1,8,7,414110,3304557
RJ,5231102,10,5061.39,1,4,5,783220,3304557
RJ,5231102,10,3948.27,1,8,9,411010,3304557
RJ,5231102,10,1019.58,1,8,6,514320,3304557
RJ,5231102,10,6096.88,1,8,5,342610,3304557
RJ,5231102,10,1903.69,1,8,4,414110,3304557
RJ,5231102,10,1583.99,1,2,6,411045,3304557
RJ,5231102,10,3066.95,1,4,5,411005,3304557
RJ,5231102,10,8417.86,1,8,5,782115,3304557
RJ,5231102,10,2799.83,1,2,7,391135,3304557
RJ,5231102,10,7950.11,1,2,7,342610,3304557
RJ,5231102,10,2316.81,1,8,7,514310,3304557
RJ,5231102,10,2009.95,1,8,7,783220,3304557
RJ,5231102,55,610.12,1,8,7,411005,3304557
RJ,5231102,10,2372.85,1,8,7,414110,3304557
RJ,5231102,10,1365.39,1,2,7,317205,3304557
RJ,5231102,10,4904.23,1,2,7,510105,3304557
RJ,5231102,10,5145.34,1,2,7,783220,3304557
RJ,5231102,10,0,1,2,9,123305,3304557
RJ,5231102,10,3402.39,1,8,5,782305,3304557
RJ,5231102,10,1502.86,1,2,7,783220,3304557
RJ,5231102,10,7371.9,1,8,7,342610,3304557
RJ,5231102,10,1901.16,1,8,7,783220,3304557
RJ,5231102,10,6911.12,1,8,5,342610,3304557
RJ,5231102,10,2072.54,1,2,9,414105,3304557
RJ,5231102,10,8828.32,1,8,9,214915,3304557
RJ,5231102,10,6648.49,1,8,7,910105,3304557
RJ,5231102,10,0,1,4,6,517420,3304557
